Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Cura (product.metafields.custom.cura),Dettagli prodotto (product.metafields.custom.dettagli_prodotto),Size guide table (product.metafields.custom.size_guide_table),Spedizione (product.metafields.custom.spedizione),Taglia (product.metafields.custom.taglia),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Italia,Price / Italia,Compare At Price / Italia,Included / Internazionale,Price / Internazionale,Compare At Price / Internazionale,Included / Unione europea,Price / Unione europea,Compare At Price / Unione europea,Status,Collection
denim-pants-blue-usd,Denim Pants Blue,"Denim pants with all over jacquard graphic. Wide-leg re- laxed-fit drill trousers. Mid-rise. Four-pocket styling: 2 side pockets, 2 back patch pockets. Belt loops at waistband. Raw edge at hems. Consumed and dirty stain effect.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
firefighter-black-usd,Firefighter Black,"Oversize 6-hook jacket, in waxed cotton and poly cotton inserts. Raglan shoulder. Rounded collar.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
aviator-brown-usd,Aviator Brown,"Aviator jacket crafted from high-quality eco-leather, featuring a plush fur-lined collar. The jacket is adorned with patches on the chest and sleeves. Designed with an oversized, relaxed fit.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
parachute-jacket-black-usd,Parachute Jacket Black,"Oversize PU leather biker jacket, with long sleeve, one pocket on the front and a lapel collar. Front closure with buttons.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
consumed-leather-bomber-jacket-brown-usd,Consumed Leather Bomber Jacket Brown,"Leather jacket with oversize baggy fit. Dropped shoulders. Bal collar. Rib knit elastic band at hem and cuffs. Zip closure with logo puller in antique brass metal color. Two side welt pockets at waist. Fully heavy quilted lining. Leather embossed logo, at the front side chest. Stone wash consumed effect.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
consumed-leather-pants-brown-usd,Consumed Leather Pants Brown,"Leather straight relaxed-fit trousers. Mid- rise. Four-pocket styling: 2 side pockets, 2 back welt pock- ets. Belt loops at waistband. Zip-fly and logo metal button closure. Stone wash and consumed effect.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
cargo-pants-wide-cream-usd,Cargo Pants Wide CREAM,"Relaxed-fit cotton cargo pants. Mid-rise, button and zip closure, belt loops at waistband, draw- string hems. Logo embroidery on front side leg. Total of ten-pocket styling: 8 flap pockets, 2 side pockets. Stone wash effect.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
cargo-pants-wide-black-usd,Cargo Pants Wide Black,"Relaxed-fit cotton cargo pants. Mid-rise, button and zip closure, belt loops at waistband, draw- string hems. Logo embroidery on front side leg. Total of ten-pocket styling: 8 flap pockets, 2 side pockets. Stone wash effect.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
cargo-bomber-black-usd,Cargo Bomber Black,"Bomber style jacket. Wide baggy fit. Eight pocket style: 6 Flap pockets, 2 side welt pockets. Rib knit collar, cuffs, and hem. Fully thick quilted lined. Concealed zip closure. Custom logo zipper puller. Logo embroidered at the front left flap pocket. Stone wash effect.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
cargo-bomber-cream-usd,Cargo Bomber CREAM,"Bomber style jacket. Wide baggy fit. Eight pocket style: 6 Flap pockets, 2 side welt pockets. Rib knit collar, cuffs, and hem. Fully thick quilted lined. Concealed zip closure. Custom logo zipper puller. Logo embroidered at the front left flap pocket. Stone wash effect.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
cargo-bomber-black-usd,Cargo Bomber Black,"Bomber style jacket made in 100% PU Leather. Wide baggy fit. Eight pocket style: 6 Flap pockets, 2 side welt pockets. Rib knit collar, cuffs, and hem. Fully thick quilted lined. Concealed zip closure. Custom logo zipper puller. Logo embroidered at the front left flap pocket. Stone wash effect.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
cargo-pants-wide-black-usd,Cargo Pants Wide Black,"Relaxed-fit PU Leather cargo pants. Mid-rise, button and zip closure, belt loops at waistband, draw- string hems. Logo embroidery on front side leg. Total of ten-pocket styling: 8 flap pockets, 2 side pockets.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
cargo-bomber-beige-usd,Cargo Bomber Beige,"Camouflage Bomber jacket made in 100% ripstop cotton. Wide baggy fit. Total of eight pocket styling: six Flap pock- ets, two side welt pockets. Rib knit stand collar, cuffs, and hem. Fully quilted lined. Concealed zip closure and custom logo zipper puller. Logo embroidered at the front left flap pocket.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
cargo-pants-wide-beige-usd,Cargo Pants Wide Beige,"Relaxed-fit camouflage cargo pants. Mid-rise, button and zip closure. Logo embroidery on front side leg. Six-pocket styling: four front flap pockets, two back flap pockets, two side pockets. Stone wash and spray in seams edges.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
hood-beige-usd,Hood Beige,"This hood is made from durable cotton ripstop fabric, featuring a camouflage print that adds a bold, military-inspired touch. The ripstop material is resistant to tearing and abrasion, ensuring long-lasting wear.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
utility-cargo-pants-black-usd,Utility Cargo Pants Black,"Relaxed-fit cargo pants. Mid-rise, button and zip closure. Logo embroidery on front side leg. Six-pocket styling: four front flap pockets, two back flap pockets, two side pockets. Stone wash and spray in seams edges.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
utility-cargo-pants-green-usd,Utility Cargo Pants Green,"Relaxed-fit cargo pants. Mid-rise, button and zip closure. Logo embroidery on front side leg. Six-pocket styling: four front flap pockets, two back flap pockets, two side pockets. Stone wash and spray in seams edges.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
utility-cargo-pants-green-usd,Utility Cargo Pants Green,"Relaxed-fit cargo pants. Mid-rise, button and zip closure. Logo embroidery on front side leg. Six-pocket styling: four front flap pockets, two back flap pockets, two side pockets. Stone wash and spray in seams edges.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
utility-cargo-anorak-black-usd,Utility Cargo Anorak Black,"Utility jacket. Baggy crop fit. Dropped shoulders. Hight neck and hoodie. Two big front flap pockets. Waist with elastic cord to pull and adjust. Concealed zipper. Stone wash and spray in all seams edges. 
",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
utility-cargo-anorak-green-usd,Utility Cargo Anorak Green,Utility jacket. Baggy crop fit. Dropped shoulders. Hight neck and hoodie. Two big front flap pockets. Waist with elastic cord to pull and adjust. Concealed zipper. Stone wash and spray in all seams edges.,Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
bomber-jacket-black-usd,Bomber Jacket Black,"Bomber jacket. Baggy fit. Dropped shoul- ders. Two side pockets. Elastic rib at collar, cuffs and hem. Concealed zipper. Logo print graphic with spray effect on the back.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
bomber-jacket-blue-usd,Bomber Jacket Blue,"Bomber jacket. Baggy fit. Dropped shoul- ders. Two side pockets. Elastic rib at collar, cuffs and hem. Concealed zipper. Logo print graphic with spray effect on the back.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
uniform-shirt-blue-usd,Uniform Shirt Blue,100% cotton corduroy long sleeve shirt. Dropped shoulders. Spread collar. Front button closure. Single-button barrel cuffs. Stone wash effect.,Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
uniform-shirt-black-usd,Uniform Shirt Black,100% cotton corduroy long sleeve shirt. Dropped shoulders. Spread collar. Front button closure. Single-button barrel cuffs. Stone wash effect.,Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
uniform-shirt-brown-usd,Uniform Shirt Brown,100% cotton corduroy long sleeve shirt. Dropped shoulders. Spread collar. Front button closure. Single-button barrel cuffs. Stone wash effect.,Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
uniform-pants-blue-usd,Uniform Pants Blue,100% cotton Corduroy wide leg pants.Mid- rise. Belt loops at waistband. Four-pocket styling: Two side pockets and two back flap pockets. Zip-fly and button clo- sure. Pleats at front. Stone wash effect,Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
uniform-pants-brown-usd,Uniform Pants Brown,100% cotton Corduroy wide leg pants.Mid- rise. Belt loops at waistband. Four-pocket styling: Two side pockets and two back flap pockets. Zip-fly and button clo- sure. Pleats at front. Stone wash effect,Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
uniform-pants-black-usd,Uniform Pants Black,100% cotton Corduroy wide leg pants.Mid- rise. Belt loops at waistband. Four-pocket styling: Two side pockets and two back flap pockets. Zip-fly and button clo- sure. Pleats at front. Stone wash effect,Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
uniform-cap-brown-usd,Uniform Cap Brown,"This cloth cap is made from soft corduroy, featuring its signature ribbed texture. The structured fit ensures comfort",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
uniform-cap-blue-usd,Uniform Cap Blue,"This cloth cap is made from soft corduroy, featuring its signature ribbed texture. The structured fit ensures comfort",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
uniform-cap-black-usd,Uniform Cap Black,"This cloth cap is made from soft corduroy, featuring its signature ribbed texture. The structured fit ensures comfort",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
tobi-brown-usd,Tobi Brown,"100% cotton drill pants. Super wide-leg relaxed-fit trousers. Mid-rise. Four-pocket styling: two side pockets, two back patch pockets. Belt loops at waistband. Zip-fly and button closure. Hammer loop. Dirty stain spray effect.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
tobi-blue-usd,Tobi Blue,"100% cotton drill pants. Super wide-leg relaxed-fit trousers. Mid-rise. Four-pocket styling: two side pockets, two back patch pockets. Belt loops at waistband. Zip-fly and button closure. Hammer loop. Dirty stain spray effect.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
wide-pants-taupe-usd,Wide Pants Taupe,"mega corduroy pants. Super wide-leg relaxed-fit trousers. Mid-rise. Four-pocket styling: two side pockets, two back patch pockets. Belt loops at waistband. Zip-fly and button closure. Hammer loop. Dirty stain spray effect.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
wide-pants-sand-usd,Wide Pants Sand,"mega corduroy pants. Super wide-leg relaxed-fit trousers. Mid-rise. Four-pocket styling: two side pockets, two back patch pockets. Belt loops at waistband. Zip-fly and button closure. Hammer loop. Dirty stain spray effect.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
uniform-coat-base-navy-black-usd,Uniform Coat Base Navy Black,"This Wool coat design is inspired by traditional naval uniforms, featuring a double-breasted closure with a row of polished buttons that enhance its structured appearance. The raglan sleeves contribute to a more fluid fit, allowing for greater freedom of movement and adding a relaxed. The oversized fit provides a loose and comfortable shape.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
velour-green-usd,Velour Green,"Oversize  Velour Tracksuit Zipper, 100% Poly. The design includes a classic ribbed collar and cuffs, two practical side pockets.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
velour-blue-usd,Velour Blue,"Oversize  Velour Tracksuit Zipper, 100% Poly. The design includes a classic ribbed collar and cuffs, two practical side pockets.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
velour-green-usd,Velour Green,"designed with an oversized fit, offering both comfort and a relaxed silhouette. The trousers are equipped with two side pockets and a rear pocket,. The cuffs at the ankles are finished with ribbed detailing, ensuring a refined yet streetwear finish.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
velour-avio-usd,Velour Avio,"designed with an oversized fit, offering both comfort and a relaxed silhouette. The trousers are equipped with two side pockets and a rear pocket,. The cuffs at the ankles are finished with ribbed detailing, ensuring a refined yet streetwear finish.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
utility-vest-green-usd,Utility Vest Green,"This utility vest is designed for both practicality and style, featuring multiple functional pockets for convenient storage. Made from durable fabric, it offers a comfortable fit with adjustable straps for a personalized feel",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
utility-belt-green-usd,Utility Belt Green,"This utility belt is designed for both practicality and style, featuring multiple functional pockets for convenient storage. Made from durable fabric, it offers a comfortable fit with adjustable straps for a personalized feel",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
rain-trench-black-usd,Rain Trench Black,Long sleeve vynil trenchcoat. Spread collar. Double breast closure at front. Two side pockets. Adjustable but- toned tab at cuffs. Central vent at back hem. Fully lined.,Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
rain-hat-black-usd,Rain Hat Black,"Wide brim vynil leather Cap, designed to provide protection from the rain",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
rain-cargo-wide-pants-black-usd,Rain Cargo Wide Pants Black,"Relaxed-fit vynil cargo pants. Mid-rise, button and zip closure, belt loops at waistband, draw- string hems. Logo embroidery on front side leg. Total of ten-pocket styling: 8 flap pockets, 2 side pockets.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
soccer-longsleeve-white-usd,Soccer Longsleeve White,Sport Jersey top in 100% polyester. All over digital print. Heat transfer relief graphics at front and back. Logo embroidery at the front chest. Oversize fit. Front and back panels. Ribbed collar,Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
soccer-longsleeve-blue-usd,Soccer Longsleeve Blue,Sport Jersey top in 100% polyester. All over digital print. Heat transfer relief graphics at front and back. Logo embroidery at the front chest. Oversize fit. Front and back panels. Ribbed collar,Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
mohair-check-shirt-black-usd,Mohair Check Shirt Black,"Long sleeve plaid shirt, with reversed panel details.Drop shoulders. Spread collar. Front button closure. Single-button barrel cuffs.Two patch flap pockets at front. Inside fully quilted lined.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD
mohair-check-shirt-blue-usd,Mohair Check Shirt Blue,"Long sleeve plaid shirt, with reversed panel details.Drop shoulders. Spread collar. Front button closure. Single-button barrel cuffs.Two patch flap pockets at front. Inside fully quilted lined.",Untitled Artworks™,Uncategorized,,"b2b, B2B-USD",FALSE,Taglia,XXS,,,,,,,,,,,9999,deny,manual,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,B2B USD